observed_at,market,model_id,model,price,currency,reference_new_price
2026-08-13T12:33:09Z,FR,iphone-16e,iPhone 16e,409.00,EUR,719.00
2026-08-13T12:33:09Z,FR,iphone-17,iPhone 17,709.00,EUR,969.00
2026-08-13T12:33:09Z,FR,iphone-17-pro,iPhone 17 Pro,1002.00,EUR,1329.00
2026-08-13T12:33:26Z,FR,iphone-13,iPhone 13,297.00,EUR,749.00
2026-08-13T12:33:26Z,FR,iphone-13-mini,iPhone 13 mini,266.00,EUR,809.00
2026-08-13T12:33:26Z,FR,iphone-14,iPhone 14,322.00,EUR,749.00
2026-08-13T12:33:26Z,FR,iphone-14-pro,iPhone 14 Pro,500.00,EUR,1449.00
2026-08-13T12:33:26Z,FR,iphone-15,iPhone 15,416.00,EUR,869.00
2026-08-13T12:33:26Z,FR,iphone-15-plus,iPhone 15 Plus,501.00,EUR,969.00
2026-08-13T12:33:26Z,FR,iphone-15-pro,iPhone 15 Pro,595.17,EUR,1229.00
2026-08-13T12:33:26Z,FR,iphone-15-pro-max,iPhone 15 Pro Max,705.66,EUR,1479.00
2026-08-13T12:33:26Z,FR,iphone-16,iPhone 16,579.00,EUR,869.00
2026-08-13T12:33:26Z,FR,iphone-16-plus,iPhone 16 Plus,579.00,EUR,969.00
2026-08-13T12:33:26Z,FR,iphone-16-pro,iPhone 16 Pro,692.00,EUR,1229.00
2026-08-13T12:33:26Z,FR,iphone-16-pro-max,iPhone 16 Pro Max,830.00,EUR,1479.00
2026-08-13T12:33:26Z,FR,iphone-16e,iPhone 16e,409.00,EUR,719.00
2026-08-13T12:33:26Z,FR,iphone-17,iPhone 17,709.00,EUR,969.00
2026-08-13T12:33:26Z,FR,iphone-17-pro,iPhone 17 Pro,1002.00,EUR,1329.00
2026-08-13T12:34:11Z,FR,iphone-13,iPhone 13,296.00,EUR,749.00
2026-08-13T12:34:11Z,FR,iphone-13-mini,iPhone 13 mini,266.00,EUR,809.00
2026-08-13T12:34:11Z,FR,iphone-14,iPhone 14,322.00,EUR,749.00
2026-08-13T12:34:11Z,FR,iphone-14-pro,iPhone 14 Pro,501.00,EUR,1559.00
2026-08-13T12:34:11Z,FR,iphone-15,iPhone 15,424.00,EUR,869.00
2026-08-13T12:34:11Z,FR,iphone-15-plus,iPhone 15 Plus,501.00,EUR,969.00
2026-08-13T12:34:11Z,FR,iphone-15-pro,iPhone 15 Pro,567.00,EUR,1229.00
2026-08-13T12:34:11Z,FR,iphone-15-pro-max,iPhone 15 Pro Max,650.00,EUR,1479.00
2026-08-13T12:34:11Z,FR,iphone-16,iPhone 16,579.00,EUR,869.00
2026-08-13T12:34:11Z,FR,iphone-16-plus,iPhone 16 Plus,579.00,EUR,969.00
2026-08-13T12:34:11Z,FR,iphone-16-pro,iPhone 16 Pro,692.00,EUR,1229.00
2026-08-13T12:34:11Z,FR,iphone-16-pro-max,iPhone 16 Pro Max,830.00,EUR,1479.00
2026-08-13T12:34:11Z,FR,iphone-16e,iPhone 16e,409.00,EUR,719.00
2026-08-13T12:34:11Z,FR,iphone-17,iPhone 17,709.00,EUR,969.00
2026-08-13T12:34:11Z,FR,iphone-17-pro,iPhone 17 Pro,1002.00,EUR,1329.00
2026-08-13T12:34:50Z,FR,iphone-13,iPhone 13,297.00,EUR,749.00
2026-08-13T12:34:50Z,FR,iphone-13-mini,iPhone 13 mini,266.00,EUR,809.00
2026-08-13T12:34:50Z,FR,iphone-14,iPhone 14,322.00,EUR,749.00
2026-08-13T12:34:50Z,FR,iphone-14-pro,iPhone 14 Pro,500.00,EUR,1449.00
2026-08-13T12:34:50Z,FR,iphone-15,iPhone 15,416.00,EUR,869.00
2026-08-13T12:34:50Z,FR,iphone-15-plus,iPhone 15 Plus,501.00,EUR,969.00
2026-08-13T12:34:50Z,FR,iphone-15-pro,iPhone 15 Pro,595.17,EUR,1229.00
2026-08-13T12:34:50Z,FR,iphone-15-pro-max,iPhone 15 Pro Max,705.66,EUR,1479.00
2026-08-13T12:34:50Z,FR,iphone-16,iPhone 16,579.00,EUR,869.00
2026-08-13T12:34:50Z,FR,iphone-16-plus,iPhone 16 Plus,579.00,EUR,969.00
2026-08-13T12:34:50Z,FR,iphone-16-pro,iPhone 16 Pro,692.00,EUR,1229.00
2026-08-13T12:34:50Z,FR,iphone-16-pro-max,iPhone 16 Pro Max,830.00,EUR,1479.00
2026-08-13T12:34:50Z,FR,iphone-16e,iPhone 16e,409.00,EUR,719.00
2026-08-13T12:34:50Z,FR,iphone-17,iPhone 17,709.00,EUR,969.00
2026-08-13T12:34:50Z,FR,iphone-17-pro,iPhone 17 Pro,1002.00,EUR,1329.00
2026-08-13T12:34:52Z,FR,iphone-13,iPhone 13,297.00,EUR,749.00
2026-08-13T12:34:52Z,FR,iphone-13-mini,iPhone 13 mini,266.00,EUR,809.00
2026-08-13T12:34:52Z,FR,iphone-14,iPhone 14,322.00,EUR,749.00
2026-08-13T12:34:52Z,FR,iphone-14-pro,iPhone 14 Pro,500.00,EUR,1449.00
2026-08-13T12:34:52Z,FR,iphone-15,iPhone 15,416.00,EUR,869.00
2026-08-13T12:34:52Z,FR,iphone-15-plus,iPhone 15 Plus,501.00,EUR,969.00
2026-08-13T12:34:52Z,FR,iphone-15-pro,iPhone 15 Pro,595.17,EUR,1229.00
2026-08-13T12:34:52Z,FR,iphone-15-pro-max,iPhone 15 Pro Max,705.66,EUR,1479.00
2026-08-13T12:34:52Z,FR,iphone-16,iPhone 16,579.00,EUR,869.00
2026-08-13T12:34:52Z,FR,iphone-16-plus,iPhone 16 Plus,579.00,EUR,969.00
2026-08-13T12:34:52Z,FR,iphone-16-pro,iPhone 16 Pro,692.00,EUR,1229.00
2026-08-13T12:34:52Z,FR,iphone-16-pro-max,iPhone 16 Pro Max,830.00,EUR,1479.00
2026-08-13T12:34:52Z,FR,iphone-16e,iPhone 16e,409.00,EUR,719.00
2026-08-13T12:34:52Z,FR,iphone-17,iPhone 17,709.00,EUR,969.00
2026-08-13T12:34:52Z,FR,iphone-17-pro,iPhone 17 Pro,1002.00,EUR,1329.00
2026-08-13T12:35:22Z,FR,iphone-13,iPhone 13,297.00,EUR,749.00
2026-08-13T12:35:22Z,FR,iphone-13-mini,iPhone 13 mini,266.00,EUR,809.00
2026-08-13T12:35:22Z,FR,iphone-14,iPhone 14,322.00,EUR,749.00
2026-08-13T12:35:22Z,FR,iphone-14-pro,iPhone 14 Pro,500.00,EUR,1449.00
2026-08-13T12:35:22Z,FR,iphone-15,iPhone 15,416.00,EUR,869.00
2026-08-13T12:35:22Z,FR,iphone-15-plus,iPhone 15 Plus,501.00,EUR,969.00
2026-08-13T12:35:22Z,FR,iphone-15-pro,iPhone 15 Pro,595.17,EUR,1229.00
2026-08-13T12:35:22Z,FR,iphone-15-pro-max,iPhone 15 Pro Max,705.66,EUR,1479.00
2026-08-13T12:35:22Z,FR,iphone-16,iPhone 16,579.00,EUR,869.00
2026-08-13T12:35:22Z,FR,iphone-16-plus,iPhone 16 Plus,579.00,EUR,969.00
2026-08-13T12:35:22Z,FR,iphone-16-pro,iPhone 16 Pro,692.00,EUR,1229.00
2026-08-13T12:35:22Z,FR,iphone-16-pro-max,iPhone 16 Pro Max,830.00,EUR,1479.00
2026-08-13T12:35:22Z,FR,iphone-16e,iPhone 16e,409.00,EUR,719.00
2026-08-13T12:35:22Z,FR,iphone-17,iPhone 17,709.00,EUR,969.00
2026-08-13T12:35:22Z,FR,iphone-17-pro,iPhone 17 Pro,1002.00,EUR,1329.00
2026-08-13T12:37:06Z,FR,iphone-13,iPhone 13,298.00,EUR,749.00
2026-08-13T12:37:06Z,FR,iphone-13-mini,iPhone 13 mini,266.00,EUR,809.00
2026-08-13T12:37:06Z,FR,iphone-14,iPhone 14,322.00,EUR,749.00
2026-08-13T12:37:06Z,FR,iphone-14-pro,iPhone 14 Pro,501.00,EUR,1559.00
2026-08-13T12:37:06Z,FR,iphone-15,iPhone 15,424.00,EUR,869.00
2026-08-13T12:37:06Z,FR,iphone-15-plus,iPhone 15 Plus,501.00,EUR,969.00
2026-08-13T12:37:06Z,FR,iphone-15-pro,iPhone 15 Pro,567.00,EUR,1229.00
2026-08-13T12:37:06Z,FR,iphone-15-pro-max,iPhone 15 Pro Max,654.00,EUR,1479.00
2026-08-13T12:37:06Z,FR,iphone-16,iPhone 16,579.00,EUR,869.00
2026-08-13T12:37:06Z,FR,iphone-16-plus,iPhone 16 Plus,579.00,EUR,969.00
2026-08-13T12:37:06Z,FR,iphone-16-pro,iPhone 16 Pro,692.00,EUR,1229.00
2026-08-13T12:37:06Z,FR,iphone-16-pro-max,iPhone 16 Pro Max,830.00,EUR,1479.00
2026-08-13T12:37:06Z,FR,iphone-16e,iPhone 16e,409.00,EUR,719.00
2026-08-13T12:37:06Z,FR,iphone-17,iPhone 17,709.00,EUR,969.00
2026-08-13T12:37:06Z,FR,iphone-17-pro,iPhone 17 Pro,1002.00,EUR,1329.00
2026-08-13T12:52:34Z,FR,iphone-13,iPhone 13,298.00,EUR,749.00
2026-08-13T12:52:34Z,FR,iphone-13-mini,iPhone 13 mini,273.00,EUR,809.00
2026-08-13T12:52:34Z,FR,iphone-14,iPhone 14,320.00,EUR,749.00
2026-08-13T12:52:34Z,FR,iphone-14-pro,iPhone 14 Pro,484.00,EUR,1329.00
2026-08-13T12:52:34Z,FR,iphone-15,iPhone 15,424.00,EUR,869.00
2026-08-13T12:52:34Z,FR,iphone-15-plus,iPhone 15 Plus,501.00,EUR,969.00
2026-08-13T12:52:34Z,FR,iphone-15-pro,iPhone 15 Pro,578.00,EUR,1229.00
2026-08-13T12:52:34Z,FR,iphone-15-pro-max,iPhone 15 Pro Max,705.66,EUR,1479.00
2026-08-13T12:52:34Z,FR,iphone-16,iPhone 16,579.00,EUR,869.00
2026-08-13T12:52:34Z,FR,iphone-16-plus,iPhone 16 Plus,579.00,EUR,969.00
2026-08-13T12:52:34Z,FR,iphone-16-pro,iPhone 16 Pro,692.00,EUR,1229.00
2026-08-13T12:52:34Z,FR,iphone-16-pro-max,iPhone 16 Pro Max,830.00,EUR,1479.00
2026-08-13T12:52:34Z,FR,iphone-16e,iPhone 16e,409.00,EUR,719.00
2026-08-13T12:52:34Z,FR,iphone-17,iPhone 17,709.00,EUR,969.00
2026-08-13T12:52:34Z,FR,iphone-17-pro,iPhone 17 Pro,1002.00,EUR,1329.00
2026-08-13T12:53:02Z,FR,iphone-13,iPhone 13,298.00,EUR,749.00
2026-08-13T12:53:02Z,FR,iphone-13-mini,iPhone 13 mini,273.00,EUR,809.00
2026-08-13T12:53:02Z,FR,iphone-14,iPhone 14,320.00,EUR,749.00
2026-08-13T12:53:02Z,FR,iphone-14-pro,iPhone 14 Pro,484.00,EUR,1329.00
2026-08-13T12:53:02Z,FR,iphone-15,iPhone 15,424.00,EUR,869.00
2026-08-13T12:53:02Z,FR,iphone-15-plus,iPhone 15 Plus,501.00,EUR,969.00
2026-08-13T12:53:02Z,FR,iphone-15-pro,iPhone 15 Pro,578.00,EUR,1229.00
2026-08-13T12:53:02Z,FR,iphone-15-pro-max,iPhone 15 Pro Max,705.66,EUR,1479.00
2026-08-13T12:53:02Z,FR,iphone-16,iPhone 16,579.00,EUR,869.00
2026-08-13T12:53:02Z,FR,iphone-16-plus,iPhone 16 Plus,579.00,EUR,969.00
2026-08-13T12:53:02Z,FR,iphone-16-pro,iPhone 16 Pro,692.00,EUR,1229.00
2026-08-13T12:53:02Z,FR,iphone-16-pro-max,iPhone 16 Pro Max,830.00,EUR,1479.00
2026-08-13T12:53:02Z,FR,iphone-16e,iPhone 16e,409.00,EUR,719.00
2026-08-13T12:53:02Z,FR,iphone-17,iPhone 17,709.00,EUR,969.00
2026-08-13T12:53:02Z,FR,iphone-17-pro,iPhone 17 Pro,1002.00,EUR,1329.00
2026-08-13T13:02:13Z,FR,iphone-13,iPhone 13,299.00,EUR,749.00
2026-08-13T13:02:13Z,FR,iphone-13-mini,iPhone 13 mini,273.00,EUR,809.00
2026-08-13T13:02:13Z,FR,iphone-14,iPhone 14,320.00,EUR,749.00
2026-08-13T13:02:13Z,FR,iphone-14-pro,iPhone 14 Pro,484.00,EUR,1329.00
2026-08-13T13:02:13Z,FR,iphone-15,iPhone 15,424.00,EUR,869.00
2026-08-13T13:02:13Z,FR,iphone-15-plus,iPhone 15 Plus,501.00,EUR,969.00
2026-08-13T13:02:13Z,FR,iphone-15-pro,iPhone 15 Pro,595.17,EUR,1229.00
2026-08-13T13:02:13Z,FR,iphone-15-pro-max,iPhone 15 Pro Max,705.66,EUR,1479.00
2026-08-13T13:02:13Z,FR,iphone-16,iPhone 16,579.00,EUR,869.00
2026-08-13T13:02:13Z,FR,iphone-16-plus,iPhone 16 Plus,579.00,EUR,969.00
2026-08-13T13:02:13Z,FR,iphone-16-pro,iPhone 16 Pro,692.00,EUR,1229.00
2026-08-13T13:02:13Z,FR,iphone-16-pro-max,iPhone 16 Pro Max,830.00,EUR,1479.00
2026-08-13T13:02:13Z,FR,iphone-16e,iPhone 16e,409.00,EUR,719.00
2026-08-13T13:02:13Z,FR,iphone-17,iPhone 17,709.00,EUR,969.00
2026-08-13T13:02:13Z,FR,iphone-17-pro,iPhone 17 Pro,1002.00,EUR,1329.00
2026-08-13T13:03:07Z,FR,iphone-13,iPhone 13,299.00,EUR,749.00
2026-08-13T13:03:07Z,FR,iphone-13-mini,iPhone 13 mini,273.00,EUR,809.00
2026-08-13T13:03:07Z,FR,iphone-14,iPhone 14,320.00,EUR,749.00
2026-08-13T13:03:07Z,FR,iphone-14-pro,iPhone 14 Pro,484.00,EUR,1329.00
2026-08-13T13:03:07Z,FR,iphone-15,iPhone 15,424.00,EUR,869.00
2026-08-13T13:03:07Z,FR,iphone-15-plus,iPhone 15 Plus,501.00,EUR,969.00
2026-08-13T13:03:07Z,FR,iphone-15-pro,iPhone 15 Pro,595.17,EUR,1229.00
2026-08-13T13:03:07Z,FR,iphone-15-pro-max,iPhone 15 Pro Max,705.66,EUR,1479.00
2026-08-13T13:03:07Z,FR,iphone-16,iPhone 16,579.00,EUR,869.00
2026-08-13T13:03:07Z,FR,iphone-16-plus,iPhone 16 Plus,579.00,EUR,969.00
2026-08-13T13:03:07Z,FR,iphone-16-pro,iPhone 16 Pro,692.00,EUR,1229.00
2026-08-13T13:03:07Z,FR,iphone-16-pro-max,iPhone 16 Pro Max,830.00,EUR,1479.00
2026-08-13T13:03:07Z,FR,iphone-16e,iPhone 16e,409.00,EUR,719.00
2026-08-13T13:03:07Z,FR,iphone-17,iPhone 17,709.00,EUR,969.00
2026-08-13T13:03:07Z,FR,iphone-17-pro,iPhone 17 Pro,1002.00,EUR,1329.00
2026-08-13T20:20:48Z,FR,iphone-13,iPhone 13,292.00,EUR,749.00
2026-08-13T20:20:48Z,FR,iphone-13-mini,iPhone 13 mini,276.00,EUR,809.00
2026-08-13T20:20:48Z,FR,iphone-14,iPhone 14,313.00,EUR,749.00
2026-08-13T20:20:48Z,FR,iphone-14-pro,iPhone 14 Pro,477.00,EUR,1329.00
2026-08-13T20:20:48Z,FR,iphone-15,iPhone 15,398.00,EUR,869.00
2026-08-13T20:20:48Z,FR,iphone-15-plus,iPhone 15 Plus,502.00,EUR,969.00
2026-08-13T20:20:48Z,FR,iphone-15-pro,iPhone 15 Pro,596.00,EUR,1229.00
2026-08-13T20:20:48Z,FR,iphone-15-pro-max,iPhone 15 Pro Max,672.00,EUR,1479.00
2026-08-13T20:20:48Z,FR,iphone-16,iPhone 16,579.00,EUR,869.00
2026-08-13T20:20:48Z,FR,iphone-16-plus,iPhone 16 Plus,510.00,EUR,969.00
2026-08-13T20:20:48Z,FR,iphone-16-pro,iPhone 16 Pro,710.00,EUR,1229.00
2026-08-13T20:20:48Z,FR,iphone-16-pro-max,iPhone 16 Pro Max,851.00,EUR,1479.00
2026-08-13T20:20:48Z,FR,iphone-16e,iPhone 16e,409.00,EUR,719.00
2026-08-13T20:20:48Z,FR,iphone-17,iPhone 17,709.00,EUR,969.00
2026-08-13T20:20:48Z,FR,iphone-17-pro,iPhone 17 Pro,999.00,EUR,1329.00
2026-08-13T20:56:54Z,FR,iphone-13,iPhone 13,292.00,EUR,749.00
2026-08-13T20:56:54Z,FR,iphone-13-mini,iPhone 13 mini,276.00,EUR,809.00
2026-08-13T20:56:54Z,FR,iphone-14,iPhone 14,324.00,EUR,749.00
2026-08-13T20:56:54Z,FR,iphone-14-pro,iPhone 14 Pro,477.00,EUR,1329.00
2026-08-13T20:56:54Z,FR,iphone-15,iPhone 15,424.00,EUR,869.00
2026-08-13T20:56:54Z,FR,iphone-15-plus,iPhone 15 Plus,502.00,EUR,969.00
2026-08-13T20:56:54Z,FR,iphone-15-pro,iPhone 15 Pro,590.00,EUR,1229.00
2026-08-13T20:56:54Z,FR,iphone-15-pro-max,iPhone 15 Pro Max,705.66,EUR,1479.00
2026-08-13T20:56:54Z,FR,iphone-16,iPhone 16,510.00,EUR,869.00
2026-08-13T20:56:54Z,FR,iphone-16-plus,iPhone 16 Plus,579.00,EUR,969.00
2026-08-13T20:56:54Z,FR,iphone-16-pro,iPhone 16 Pro,705.00,EUR,1229.00
2026-08-13T20:56:54Z,FR,iphone-16-pro-max,iPhone 16 Pro Max,851.00,EUR,1479.00
2026-08-13T20:56:54Z,FR,iphone-16e,iPhone 16e,409.00,EUR,719.00
2026-08-13T20:56:54Z,FR,iphone-17,iPhone 17,709.00,EUR,969.00
2026-08-13T20:56:54Z,FR,iphone-17-pro,iPhone 17 Pro,999.00,EUR,1329.00
2026-08-13T21:32:09Z,FR,iphone-13,iPhone 13,288.00,EUR,749.00
2026-08-13T21:32:09Z,FR,iphone-13-mini,iPhone 13 mini,276.00,EUR,809.00
2026-08-13T21:32:09Z,FR,iphone-14,iPhone 14,324.00,EUR,749.00
2026-08-13T21:32:09Z,FR,iphone-14-pro,iPhone 14 Pro,477.00,EUR,1329.00
2026-08-13T21:32:09Z,FR,iphone-15,iPhone 15,429.00,EUR,869.00
2026-08-13T21:32:09Z,FR,iphone-15-plus,iPhone 15 Plus,502.00,EUR,969.00
2026-08-13T21:32:09Z,FR,iphone-15-pro,iPhone 15 Pro,590.00,EUR,1229.00
2026-08-13T21:32:09Z,FR,iphone-15-pro-max,iPhone 15 Pro Max,705.66,EUR,1479.00
2026-08-13T21:32:09Z,FR,iphone-16,iPhone 16,579.00,EUR,869.00
2026-08-13T21:32:09Z,FR,iphone-16-plus,iPhone 16 Plus,579.00,EUR,969.00
2026-08-13T21:32:09Z,FR,iphone-16-pro,iPhone 16 Pro,705.00,EUR,1229.00
2026-08-13T21:32:09Z,FR,iphone-16-pro-max,iPhone 16 Pro Max,866.00,EUR,1479.00
2026-08-13T21:32:09Z,FR,iphone-16e,iPhone 16e,409.00,EUR,719.00
2026-08-13T21:32:09Z,FR,iphone-17,iPhone 17,709.00,EUR,969.00
2026-08-13T21:32:09Z,FR,iphone-17-pro,iPhone 17 Pro,999.00,EUR,1329.00
2026-08-13T21:45:49Z,FR,iphone-13,iPhone 13,292.00,EUR,749.00
2026-08-13T21:45:49Z,FR,iphone-13-mini,iPhone 13 mini,276.00,EUR,809.00
2026-08-13T21:45:49Z,FR,iphone-14,iPhone 14,324.00,EUR,749.00
2026-08-13T21:45:49Z,FR,iphone-14-pro,iPhone 14 Pro,477.00,EUR,1329.00
2026-08-13T21:45:49Z,FR,iphone-15,iPhone 15,429.00,EUR,869.00
2026-08-13T21:45:49Z,FR,iphone-15-plus,iPhone 15 Plus,502.00,EUR,969.00
2026-08-13T21:45:49Z,FR,iphone-15-pro,iPhone 15 Pro,590.00,EUR,1229.00
2026-08-13T21:45:49Z,FR,iphone-15-pro-max,iPhone 15 Pro Max,688.00,EUR,1479.00
2026-08-13T21:45:49Z,FR,iphone-16,iPhone 16,510.00,EUR,869.00
2026-08-13T21:45:49Z,FR,iphone-16-plus,iPhone 16 Plus,579.00,EUR,969.00
2026-08-13T21:45:49Z,FR,iphone-16-pro,iPhone 16 Pro,705.00,EUR,1229.00
2026-08-13T21:45:49Z,FR,iphone-16-pro-max,iPhone 16 Pro Max,866.00,EUR,1479.00
2026-08-13T21:45:49Z,FR,iphone-16e,iPhone 16e,409.00,EUR,719.00
2026-08-13T21:45:49Z,FR,iphone-17,iPhone 17,709.00,EUR,969.00
2026-08-13T21:45:49Z,FR,iphone-17-pro,iPhone 17 Pro,999.00,EUR,1329.00
2026-08-13T22:04:01Z,FR,iphone-13,iPhone 13,289.00,EUR,749.00
2026-08-13T22:04:01Z,FR,iphone-13-mini,iPhone 13 mini,273.00,EUR,809.00
2026-08-13T22:04:01Z,FR,iphone-14,iPhone 14,319.00,EUR,749.00
2026-08-13T22:04:01Z,FR,iphone-14-pro,iPhone 14 Pro,498.66,EUR,1329.00
2026-08-13T22:04:01Z,FR,iphone-15,iPhone 15,419.00,EUR,869.00
2026-08-13T22:04:01Z,FR,iphone-15-plus,iPhone 15 Plus,494.00,EUR,969.00
2026-08-13T22:04:01Z,FR,iphone-15-pro,iPhone 15 Pro,596.00,EUR,1229.00
2026-08-13T22:04:01Z,FR,iphone-15-pro-max,iPhone 15 Pro Max,705.66,EUR,1479.00
2026-08-13T22:04:01Z,FR,iphone-16,iPhone 16,579.00,EUR,869.00
2026-08-13T22:04:01Z,FR,iphone-16-plus,iPhone 16 Plus,579.00,EUR,969.00
2026-08-13T22:04:01Z,FR,iphone-16-pro,iPhone 16 Pro,705.00,EUR,1229.00
2026-08-13T22:04:01Z,FR,iphone-16-pro-max,iPhone 16 Pro Max,862.00,EUR,1479.00
2026-08-13T22:04:01Z,FR,iphone-16e,iPhone 16e,409.00,EUR,719.00
2026-08-13T22:04:01Z,FR,iphone-17,iPhone 17,709.00,EUR,969.00
2026-08-13T22:04:01Z,FR,iphone-17-pro,iPhone 17 Pro,999.00,EUR,1329.00
2026-08-13T22:08:08Z,FR,iphone-13,iPhone 13,283.00,EUR,749.00
2026-08-13T22:08:08Z,FR,iphone-13-mini,iPhone 13 mini,265.00,EUR,809.00
2026-08-13T22:08:08Z,FR,iphone-14,iPhone 14,309.00,EUR,749.00
2026-08-13T22:08:08Z,FR,iphone-14-pro,iPhone 14 Pro,477.66,EUR,1329.00
